"","M.cap.1.1.Out","M.cap.1.2.Out","M.cap.1.3.Out","A.yong.1.1.Out","A.yong.1.2.Out","A.yong.1.3.Out","T.ren.1.1.Out","T.ren.1.2.Out","T.ren.1.3.Out","M.cap.2.1.Out","M.cap.2.2.Out","M.cap.2.3.Out","M.dig.2.1.Out","M.dig.2.2.Out","M.dig.2.3.Out","M.cap.3.1.Out","M.cap.3.2.Out","M.cap.3.3.Out","A.mill.1.1.Out","A.mill.1.2.Out","A.mill.1.3.Out","A.hum.1.1.Out","A.hum.1.2.Out","A.hum.1.3.Out","Acro.1.1.Out","Acro.1.2.Out","Acro.1.3.Out","Acro.2.1.Out","Acro.2.2.Out","Acro.2.3.Out","Pav.1.1.Out","Pav.1.2.Out","Pav.1.3.Out","T.ren.2.1.Out","T.ren.2.2.Out","T.ren.2.3.Out","Psam.1.1.Out","Psam.1.2.Out","Psam.1.3.Out","P.dam.2.1.Out","P.dam.2.2.Out","P.dam.2.3.Out","P.dam.3.1.Out","P.dam.3.2.Out","P.dam.3.3.Out","Cyph.1.1.Out","Cyph.1.2.Out","Cyph.1.3.Out","A.hum.2.1.In","A.hum.2.2.In","A.hum.2.3.In","M.cap.3.1.In","M.cap.3.2.In","M.cap.3.3.In","M.cap.2.1.In","M.cap.2.2.In","M.cap.2.3.In","T.ren.1.1.In","T.ren.1.2.In","T.ren.1.3.In"
"ABQ.25.3",0.003336661,0.163325753,0.158173405,0.166680002,0.151203587,0.087526486,0.050267271,0.102130104,0.08660111,0.307573191,0.182241234,0.246683956,0.244488618,0.062275883,0.112871775,0.308184949,0.209405741,0.228108539,0.020481369,0.152472904,0.050929438,0.049969916,0.122808192,0.143660021,0.142726109,0.08776148,0.084627527,0.211744917,0.343763816,0.349394088,0.099125947,0.210878693,0.081726455,0.249322038,0.172277103,0.028947742,0.106598438,0.112144467,0.017483584,0.124071072,0.190629096,0.245032337,0.233777747,0.212137372,0.043200047,0.005247715,0.106117252,0.181157352,0.122584723,0.124800414,0.151570918,0.258606187,0.224531252,0.079736674,0.219625276,0.204310252,0.175510239,0.179889974,0.066364888,0.087249012
"Quant.26.3",0.22189213,0.189381628,0.216436365,0.180414894,0.153345569,0.192081437,0.226862293,0.200024483,0.169213967,0.115367254,0.132766244,0.096114098,0.167865987,0.191573686,0.217393044,0.138672261,0.156475172,0.192569595,0.188111254,0.221412951,0.203160565,0.187202838,0.281963187,0.156184842,0.188325149,0.214717486,0.206303603,0.208339234,0.155891879,0.14734221,0.183532321,0.159355968,0.152905507,0.159457636,0.17066708,0.174760969,0.182987723,0.21051356,0.170778129,0.210106929,0.176990968,0.215033343,0.219552797,0.226175249,0.215771505,0.187820167,0.219090008,0.2398634,0.231482583,0.174673176,0.176289377,0.187294265,0.196914509,0.184067097,0.141864888,0.106982224,0.108098441,0.220169918,0.226032547,0.193244172
"Sigma.26.3",2.951409969,3.18879297,3.149950524,2.537147116,3.477640904,3.345278878,4.136573202,2.987084804,3.362244919,3.940240743,4.477053634,3.796847831,3.784754816,3.373325513,3.787377438,3.152624894,2.917711022,2.525250523,4.324938263,4.030654337,3.266330698,3.229776125,4.423380795,3.745976518,3.251992364,3.682187237,2.614183037,3.72887647,3.634684623,4.363444498,4.095619598,4.247428067,2.733007782,2.739890006,3.999540825,3.291239405,3.236157011,3.619631777,3.243722397,3.810346759,3.262252034,3.326716991,2.853460372,3.007387603,3.361762371,2.760009001,5.580754431,3.90615164,3.664602497,3.784597258,4.086738255,3.245803475,2.93563467,2.572990765,3.923648884,4.593249643,2.903087428,2.490455845,2.892506268,3.032027311
"Connect.26.3",0.191296654,0.364186114,0.02677569,0.20548869,0.417595546,0.12632651,0.289751288,0.269229222,0.24633104,0.424338207,0.082478996,0.216409211,0.201988971,0.347648587,0.226257101,0.36368202,0.262122517,0.306888727,0.320558192,0.159494564,0.149648347,0.110546024,0.237465243,0.296986122,0.251885151,0.302576508,0.199046616,0.181880012,0.419779041,0.269039256,0.049071256,0.266066203,0.274578225,0.303434106,0.237152929,0.37890915,0.278318795,0.241303146,0.347626257,0.313874596,0.311660769,0.207207358,0.352853352,0.153986159,0.088792691,0.230163723,0.302038989,0.229772523,0.201191211,0.295843332,0.339957806,0.4733993,0.163274192,0.370805289,0.04018944,0.455589619,0.428569821,0.281364928,0.236597746,0.350432103
"Tau1.26.3",734.6639935,962.6188581,940.9941183,921.2759887,1066.082427,1013.757598,1573.444829,1115.12231,1277.446568,711.3666622,840.8535112,818.8290843,1048.012962,893.3067683,788.0732011,634.0862962,866.9353503,920.9309738,957.1819112,855.0263121,717.5142855,858.0030132,1031.295758,749.590095,1070.702675,947.5299363,1688.58184,929.9832426,1115.222017,769.9803652,1130.297646,847.2133126,751.0105438,1269.017615,1062.311313,1314.069893,1138.721264,991.8892817,1121.826621,1039.994152,889.8763376,747.0770526,794.5581694,882.4481184,947.1824211,976.406431,1909.094213,1236.06475,831.6818913,1101.320057,953.8960697,769.3919496,730.1076545,719.9068066,817.5308647,641.8397141,672.8945096,823.8308854,883.0404619,675.8371988
"Tau2.26.3",1784276.671,1708970.506,2420377.968,1820083.156,2233131.554,1449669.309,988650.26,1509616.511,1415922.843,6336479.983,3033446.27,5216358.519,1479930.145,1241537.715,1222259.941,3790249.272,2173822.334,2673100.497,2069850.039,1474043.27,1819794.419,1568141.197,831271.7086,1758269.331,1196103.991,964440.6083,1602549.323,1253167.971,2519279.334,2622056.728,1356845.294,1396142.571,1779222.985,1487051.69,1440632.373,1783260.743,1227874.234,1497544.487,1350487.651,1308376.667,1491006.748,1259373.18,1421651.588,1696642.117,1630225.571,1718683.58,1021436.872,868601.9806,1259325.112,1557018.689,1425240.686,2519176.079,2464817.977,2431476.305,2315715.377,2339244.762,3736543.621,1503120.196,1122204.573,1736122.468
"NPQ.26.3",0.767858051,0.870470354,0.821755935,0.47294115,0.611660568,0.518564163,0.360933832,0.53270668,0.603015086,0.835476338,0.988502371,1.174350143,1.136358425,1.105182858,0.714802585,0.876161994,0.733891557,0.658271173,0.443928169,0.370868699,0.389119542,0.577716365,0.418245311,0.564320707,0.528750607,0.573013767,0.398864639,0.590656838,0.894823197,0.724983229,0.293377295,0.346051247,0.450864625,0.633164057,0.608896029,0.516683463,0.108933682,0.260275379,0.284678885,0.336127416,0.29569267,0.15616312,0.408462667,0.152965146,0.53399976,0.286205144,0.217548569,0.188739547,0.521359614,0.32621038,0.476304329,0.53101746,0.559781428,0.547578925,0.368143165,0.37751106,0.325716576,0.333042479,0.308731433,0.350033936
"qP.26.3",0.896503344,0.898063682,0.929532759,0.736916399,0.764852161,0.767636289,0.893449223,0.827801945,0.871860154,0.966408817,0.963169312,0.954112126,0.954554319,0.923540919,0.886211295,0.954203006,0.932251783,0.896024809,0.964658374,0.929760566,0.946671305,0.765795924,0.854829869,0.791063923,0.729440051,0.78188608,0.795688343,0.87876544,0.941237406,0.866319444,0.796541635,0.687304958,0.743094756,0.865718957,0.89739091,0.854152065,0.593853995,0.789061743,0.76832966,0.816389744,0.671400199,0.664251495,0.796316465,0.759042857,0.848573045,0.692197577,0.733589067,0.733605886,0.820259634,0.667943493,0.743980511,0.876726674,0.905497839,0.894900558,0.873404399,0.870278383,0.884643972,0.796183644,0.768159322,0.80545933
"ABQ.26.3",0.020444126,0.077416464,0.064456957,0.207510212,0.084786088,0.113034833,0.062039912,0.111031487,0.212855574,0.216987431,0.104872556,0.285889671,0.22062167,0.18968784,0.088593681,0.140754254,0.180283561,0.234287471,0.010059345,0.112227661,0.160804097,0.082794251,0.104588745,0.136806658,0.188346546,0.076819241,0.172183534,0.091240231,0.225190528,0,0.069697144,0,0.143755844,0.325228864,0.175145865,0.07352383,0.121201368,0.105800461,0.041979565,0.093443772,0.17822975,0.173082619,0.287466895,0.265203318,0.17060515,0.189909373,0.100829543,0.167188167,0.169047698,0.1604525,0,0.199970706,0.164300776,0.227977025,0.191194399,0,0.248952749,0.199090952,0.159315375,0.039349277
"Quant.27.3",0.33336566,0.325573702,0.308011892,0.358489938,0.358763737,0.374531569,0.321145715,0.330713941,0.284766002,0.159406006,0.178160058,0.139925402,0.230239845,0.277246489,0.311305317,0.197590648,0.213371891,0.278746988,0.306049778,0.310656445,0.304183173,0.347972003,0.373569643,0.283285155,0.370727594,0.378777088,0.335986163,0.340446036,0.264244027,0.250367089,0.306957206,0.389529874,0.363361658,0.268480986,0.256336261,0.285102658,0.295047051,0.302275141,0.285266919,0.335002606,0.323725268,0.324370493,0.34914296,0.339052949,0.329405612,0.371269919,0.358326555,0.372648767,0.324960766,0.301867444,0.313666936,0.276430115,0.256420236,0.258047366,0.19027151,0.158997361,0.135366805,0.322295069,0.351536026,0.320012076
"Sigma.27.3",2.744863056,2.737445139,2.638152001,2.664422328,3.159747559,3.330861801,3.8430532,3.01863554,3.591017963,3.510288447,4.30155352,3.869831968,4.021662419,3.527122563,4.15553125,3.295625648,2.991796104,2.608194058,3.534454559,3.676259215,3.180485944,3.145673251,4.696934424,3.784825797,3.351390865,3.840842444,2.667450285,3.332709314,3.521524373,3.169744138,3.908182961,3.636441621,2.494133415,2.80932557,4.159699681,3.097730542,3.425464488,3.939552552,3.06605716,3.712477858,3.424345795,3.524583354,3.875060026,3.530995127,3.219042579,2.972251801,5.901395018,4.290666007,4.130105682,4.122777635,3.505403749,3.280194583,2.889396409,2.614622815,4.491613665,3.997013349,3.324384846,2.675237582,2.928277592,2.472006294
"Connect.27.3",0.252812768,0.268880507,0.267089007,0.241495386,0.125443635,0.124177925,0.137617154,0.171958224,0.209243283,0.116520575,0.103867084,0.065330173,0.356527813,0.394841568,0.280219388,0.254480245,0.320890322,0.082615803,0.031325988,0.238478099,0.170729718,0.138026566,0.155945747,0.183108464,0.116186249,0.135882939,0.118587624,0,0.247698808,0.364528574,0.102473468,0.125271922,0.152927354,0.267707044,0.299088793,0.20046082,0.184832415,0.173893403,0.09728232,0.200894232,0.216342596,0.16633105,0.22847551,0.019875566,0.012965917,0.277034523,0.087960559,0.185442275,0.187641689,0.206263318,0.205394989,0.199684377,0.304749735,0.114429955,0.241150902,0.364299126,0.318140993,0.240620301,0.086860295,0.189083009
"Tau1.27.3",809.629662,889.7348114,860.9604077,1186.614414,1238.031679,1020.96413,1794.072415,1098.757293,1847.435131,696.6605201,964.7127327,839.016271,900.8516004,820.5367762,769.7342675,763.8765303,974.430541,895.5887881,2046.919831,1130.666341,1262.077485,888.7338323,954.7154226,809.8432413,1236.702836,1013.782933,1107.04291,1179.046188,1620.52191,793.2946571,1106.39288,1113.031068,1102.615137,1406.315141,1328.9712,1392.96909,1311.12996,875.8188385,1162.375883,1132.467766,1064.309495,947.7489299,734.7694689,803.3311248,767.8643603,989.3964918,1329.080507,1054.918794,772.6974909,986.2039034,873.0891102,611.1694683,569.5676542,668.0748544,732.6160205,684.7745361,602.882809,754.2577975,719.8481713,817.1648716
"Tau2.27.3",1437808.232,1345747.094,1326283.638,923037.8717,941835.9987,743856.4183,610160.084,903100.668,842048.1453,3169701.737,2586651.263,5680525.719,1154836.766,1065790.514,1114160.163,3970626.613,2135286.529,1623621.921,1105700.455,966298.7746,1285215.274,835001.3655,651480.2047,1043364.087,664131.143,605436.5026,1022754.285,850131.479,1192387.344,1971154.767,1085463.542,672179.2996,754785.8937,894643.4536,1103013.224,1070709.113,819022.2053,1163891.163,973902.8065,830889.2425,974545.6118,1094002.915,913350.8873,909385.2647,1190251.715,1163608.826,710173.6952,772796.9684,953147.5891,794534.3466,1031900.198,1920598.757,1590791.893,2875540.976,3602096.4,4076205.578,4905455.588,1122218.597,782168.3283,1154909.466
"NPQ.27.3",0.775282614,0.827410592,0.788490268,0.611552614,0.690145655,0.602234167,0.314118416,0.584144816,0.598421934,0.811791835,0.982429559,1.218961527,1.135579883,1.164326278,0.781491402,0.852586138,0.751017198,0.687647509,0.270409839,0.287741224,0.266018205,0.777136239,0.482882368,0.7156024,0.724715183,0.727898277,0.455205766,0.539589075,0.790762128,0.800854222,0.290381082,0.312416191,0.39914946,0.664843347,0.616432561,0.533248437,0.164770666,0.325020881,0.327092506,0.332031632,0.314663579,0.191824885,0.479009367,0.166162563,0.581549896,0.34467124,0.255372816,0.233679962,0.701561542,0.606518275,0.671439892,0.55653776,0.601713921,0.572904166,0.412659468,0.411415598,0.372217762,0.415531185,0.385420677,0.358924581
"qP.27.3",1,1,1,1,1,1,1,1,1,1,1,1,1,0.998622522,1,1,0.999880522,1,1,1,1,1,1,1,0.98771925,1,1,1,1,1,1,0.979043072,0.973153917,1,1,1,0.890562887,1,1,1,0.893683126,0.896085573,1,1,1,1,1,1,1,1,0.99194396,1,1,1,1,1,1,1,1,1
"ABQ.27.3",0.08899585,0.208000695,0.216462375,0.167755204,0.168446368,0.116857368,0.128595013,0.101641861,0.159296886,0.302428416,0.139961474,0.27216283,0.171836303,0.152743994,0,0.101779497,0.159469725,0.209137133,0.190994172,0.190285008,0.1828596,0.106678147,0.049214132,0.127854536,0.16353802,0.03704195,0.155315738,0.187789628,0.249313015,0.273568361,0.112272592,0.143848568,0.218594556,0.308128501,0.14211515,0.127996121,0.069793742,0.026766729,0.094452282,0.116728703,0.137397886,0.123899255,0.032364851,0.137270001,0.205816163,0.127613959,0.049167972,0.085207705,0.063494382,0.085433028,0.142249019,0.191493947,0.177463612,0.215485375,0.074116365,0.129807074,0.139960417,0.139666745,0.148918716,0.216783231
"Quant.28.3",0.350897371,0.343298077,0.31799315,0.37941658,0.378702819,0.383697889,0.313909445,0.33119038,0.290573834,0.166667933,0.175994206,0.134728701,0.246665748,0.284710807,0.318036689,0.190804767,0.220174727,0.278801626,0.296351924,0.319834345,0.29989109,0.350810358,0.367013829,0.289830165,0.386615571,0.401727456,0.339262634,0.331527356,0.28194722,0.279988325,0.303110165,0.39170197,0.365014831,0.271792631,0.254938264,0.299628001,0.299845587,0.300840344,0.279322566,0.33811339,0.33220564,0.316076784,0.351593728,0.330440224,0.323548771,0.383571434,0.357270068,0.366401607,0.332128083,0.308864116,0.305672778,0.276137024,0.27094833,0.258663479,0.198015116,0.166328729,0.149508097,0.321174057,0.340254139,0.294324336
"Sigma.28.3",2.649434198,2.707279003,3.006076465,2.571897365,3.275023147,3.302552094,4.079808901,3.080589054,3.727444188,3.311753287,4.602974655,3.978732195,3.545834693,3.841829003,3.607151025,2.716749288,2.590036326,2.396794628,3.829673023,3.928308014,3.309664781,3.521321282,4.904709519,3.568565986,3.154816828,3.572861146,2.692832444,3.336784588,3.344047959,3.141227913,3.625125708,3.51507679,2.545223379,2.892212962,4.383291768,2.938146115,3.193461145,3.839302174,3.060247305,3.914990339,3.609239886,3.834310557,3.508194133,3.498908571,3.026931878,3.065642394,5.98928378,4.290480008,4.180480208,3.691853533,3.932803447,3.127313842,3.271041631,2.748687121,4.100493698,4.099800246,3.087225325,2.941864528,2.91506911,2.708478627
"Connect.28.3",0.128386316,0.198683887,0.205125061,0.181236086,0.210282684,0.111759707,0.250237089,0.158654136,0.152167369,0,0.13385673,0.309020541,0.131099752,0.316054881,0.065426048,0.28078493,0.266758599,0.288652589,0.150608723,0.119503422,0.230321579,0.203915327,0.210520883,0.168347413,0.125584543,0.010960221,0.195692209,0.182279944,0.324930956,0.146755052,0,0.111693787,0.088227432,0.284089584,0.259493462,0.067314641,0.150690897,0.210676764,0.21142254,0.133511082,0.204695782,0.311780387,0.169485247,0.006055932,0.150597404,0.273310955,0.152108539,0.297052017,0.248921148,0.155095926,0.30732375,0.107026493,0.207760301,0.161839523,0.240735891,0.272705678,0.256153459,0.231076404,0.23038146,0.421747251
"Tau1.28.3",893.1383142,1033.195202,1126.61449,1228.633175,1488.081711,1047.605627,1647.10884,1149.884208,1927.500535,728.3052979,1016.460202,742.7843357,1210.383294,937.769838,829.2900096,849.6950258,921.0192184,839.4554319,1924.471064,1189.663794,1044.628851,850.982781,951.6372264,949.9276437,1287.588282,1184.724796,1307.976627,1130.666726,1504.678423,847.3240886,995.5815577,990.7459352,866.1964145,1277.945918,1550.476463,1072.288233,1024.955469,929.1660862,943.3701405,1070.090822,1198.848791,807.2380998,863.1414212,799.0986355,717.2554876,1062.373367,1323.990265,1151.50894,769.8786994,927.0627143,876.2643104,652.7043234,695.7752722,665.7892418,870.7236822,684.1187316,750.4495649,688.1962797,720.4386071,699.7351185
"Tau2.28.3",1287098.56,1227667.072,1747773.843,804265.5789,861079.4243,746444.8191,599440.8702,886480.4689,754465.4908,3120767.909,3072248.742,4096681.006,1633988.683,1140039.174,1098571.073,2858200.217,1732608.748,1503342.282,1055648.639,996492.9007,1092478.783,895850.4314,625357.9894,1017437.128,584525.1023,601571.8298,1108856.369,835631.6167,1000034.092,1346219.016,1140620.613,686083.9665,778547.7818,941764.3284,1098783.108,855058.6771,721667.2895,1016755.56,819699.1282,790110.2525,881442.1423,941297.8164,950990.0794,1565229.81,1177969.87,1091247.043,657131.5142,791517.0827,912758.3906,755073.4922,1004203.227,1746094.023,2632398.135,2068340.813,3364644.972,3397301.393,4992245.231,1034261.694,915273.1849,990130.3861
"NPQ.28.3",0.644412624,0.680083614,0.655182567,0.48890074,0.559773199,0.526669773,0.288801327,0.539724215,0.528085716,0.766940485,0.941435736,1.146875148,1.043244518,1.147883317,0.724566871,0.78539479,0.680329047,0.620372887,0.235163496,0.248458466,0.23328274,0.709187542,0.460262826,0.660222878,0.63734196,0.625373256,0.370355064,0.462714467,0.659436184,0.70791687,0.279134536,0.284338489,0.377373803,0.58865661,0.562548498,0.450236064,0.131482594,0.29540966,0.295415067,0.29585964,0.294290703,0.178852227,0.439066447,0.136554331,0.537063168,0.309107265,0.240896406,0.214716414,0.630681037,0.574577226,0.667195332,0.498781877,0.540912993,0.521539731,0.37681389,0.380446454,0.328255398,0.395305623,0.353821862,0.340183984
"qP.28.3",0.969217569,0.965427118,0.959008485,0.968872036,0.969500159,0.978154117,0.967393458,0.979430129,0.96960293,0.985696983,0.983142269,0.974795388,0.987101011,1,0.985561007,0.964540215,0.972920678,0.969072601,0.948345047,0.979572915,0.959882026,0.979584045,0.980897002,0.982837011,0.972531689,0.986638026,0.952431801,0.949944027,0.962917079,0.990907106,0.983302074,0.963524638,0.962451734,0.96613098,0.968959421,0.968761127,0.859962024,0.97223545,0.96151371,0.976965509,0.89083979,0.868623083,0.981227507,0.948427274,0.972078601,0.993791744,0.986060548,0.973383114,0.978701928,0.992268318,0.982114343,0.966160391,0.983407455,0.970623956,0.978212758,0.980064726,0.972402353,0.985144348,0.963796172,0.947630422
"ABQ.28.3",0.120668135,0.21672838,0.107187906,0.196655809,0.138109187,0.124363386,0.074911109,0.083204244,0.127357766,0.341881723,0.07969632,0.251680899,0.269821466,0.077147834,0.131963928,0.25955185,0.272342141,0.273238176,0.12342124,0.134769964,0.149670569,0,0.007154864,0.177687744,0.21260025,0.104228967,0.147278134,0.186796448,0.287145845,0.280103617,0.176567863,0.172422291,0.202588204,0.287715265,0.096002142,0.172918763,0.132795697,0.05153274,0.096168199,0.068547012,0.090822557,0.046910798,0.123974357,0.145109727,0.25321262,0.100202873,0.035007346,0.085247361,0.052071908,0.181026093,0.037666912,0.229176164,0.068819093,0.175259531,0.154740302,0.107429257,0.201315099,0.053921826,0.152757659,0.141860649
"Quant.29.3",0.354616648,0.354128533,0.34120677,0.384557762,0.392429706,0.383729444,0.322910705,0.334240962,0.292796251,0.158014144,0.174163805,0.148124978,0.241740417,0.294102802,0.317552029,0.177592759,0.215235041,0.267010799,0.301011866,0.311596717,0.3020657,0.368896622,0.377288378,0.293105186,0.399852202,0.402535528,0.33554447,0.343141668,0.301355365,0.279606353,0.293274422,0.380767136,0.364996338,0.279287355,0.2643217,0.293478298,0.306935922,0.308650193,0.276860335,0.334204311,0.309560708,0.321619366,0.34548185,0.317219633,0.314942727,0.374468361,0.353973769,0.368416185,0.352647603,0.308780437,0.319944948,0.273594267,0.26717538,0.258708143,0.20481503,0.168596308,0.154868245,0.325828997,0.346572021,0.323681737
"Sigma.29.3",2.624713047,2.528031731,2.610409275,2.544628035,3.224030346,3.442113255,4.180717299,3.067819486,3.741054909,3.758554648,4.421370753,4.21104813,4.051792398,3.647205855,3.719579327,2.96475367,2.440118245,2.36264828,3.621132565,3.767233852,3.277627964,3.134932896,4.653757942,3.52617815,3.243778435,3.578174558,2.661144937,3.437224284,3.424838932,3.094196298,3.883769298,4.238191829,2.69919141,2.74208892,4.073982363,3.270558099,3.292524621,3.91438512,3.17261067,3.683249364,3.927015742,3.655574585,3.480449216,3.414649478,3.231939066,2.872352955,6.206558934,4.244379616,3.907148576,4.204955538,3.585649973,3.302686721,3.338826042,3.030257141,4.089017532,3.739245442,2.914829835,2.739083651,3.105592532,2.494259274
"Connect.29.3",0.188591798,0.22107358,0.113752509,0.161544033,0.124482592,0.139519024,0.108109545,0.163031227,0.10069798,0.207052596,0.321553747,0.119630617,0.266154568,0.173237267,0.157589008,0.502190752,0.203313335,0.372991566,0.101446493,0.252935956,0.170948574,0.151911891,0.106258834,0.227185416,0.08784696,0.109647824,0.297925932,0.150734049,0.297105686,0.326400624,0.0669693,0.209287277,0.167230367,0.165689576,0.312218327,0.251702847,0.138861041,0.176627646,0.281811351,0.21579516,0.324196429,0.200989988,0.224192047,0.301721442,0.232523711,0.338159925,0.211524659,0.284484116,0.144945575,0.189505759,0.206269844,0.233420146,0.237914889,0.134859529,0.136754856,0.234602877,0.258395794,0.188728271,0.18236995,0.089723447
"Tau1.29.3",1024.783227,1287.90001,1361.49761,1213.930983,1547.022857,1196.816434,1569.645886,1055.362553,1905.374572,791.0621172,904.9098257,771.2946967,1145.273859,865.0714812,784.8968092,730.0893417,1079.569338,876.0311244,1543.030975,1130.055738,1006.788437,766.0605337,916.0374643,956.9180426,1303.723912,1111.403159,1315.405416,1079.2005,1121.958108,1019.242719,1018.345045,907.6276351,875.6181693,1242.381095,1444.776508,1211.216871,1203.212109,910.1280411,941.0938413,995.9302039,1066.858135,882.9295532,864.954666,744.1615335,806.8861582,1118.830876,1358.669683,1107.762224,783.9562195,986.7033255,879.8877413,664.4624795,708.3719883,651.2903387,856.7143312,931.9619996,729.7828575,682.8622723,743.4599206,741.8593096
"Tau2.29.3",1144436.106,1111220.019,1982656.496,656231.4457,764498.425,793100.7443,603898.6808,761579.1071,784166.0007,2997049.977,2833482.333,5373691.612,1061654.913,1110642.894,1058472.671,2472981.96,2551759.154,1520368.467,995778.9442,958632.0856,1196409.485,735250.5426,598988.3702,1004970.601,543739.2914,563711.6475,928656.8683,782775.2421,979768.2017,1155139.567,1057097.015,710969.3933,855990.4564,913428.1252,1060081.296,782558.2549,764932.5398,960006.2387,850970.4366,721571.7144,950158.6178,1221434.742,960432.7941,1053048.58,1377516.796,924940.3051,636495.6472,715761.7706,775339.1226,777057.4844,1025430.794,1656491.06,1737516.015,1928905.638,2412008.555,2926686.72,3841764.489,1007153.692,887480.4614,1086336.332
"NPQ.29.3",0.571606014,0.582823385,0.526062134,0.443439655,0.495244666,0.500712839,0.271679606,0.514360845,0.488883903,0.761908243,0.908769364,1.104709959,1.01359867,1.103613516,0.704558931,0.781203207,0.638995783,0.588363754,0.216928992,0.235893643,0.224471111,0.634150576,0.413001128,0.62647055,0.599801296,0.586623945,0.325211615,0.411213471,0.588607234,0.621387326,0.280299692,0.330475832,0.40064952,0.535820945,0.511993777,0.425637043,0.11815433,0.278587054,0.28678427,0.264778812,0.286478338,0.171988488,0.428530388,0.119846073,0.522128046,0.287094731,0.239471927,0.206196125,0.558232696,0.574338801,0.61030361,0.478897718,0.512571533,0.494615776,0.354953145,0.351840542,0.304708239,0.370208222,0.338468468,0.285816955
"qP.29.3",0.943724946,0.938204677,0.926954993,0.952980585,0.956593838,0.966735063,0.96720891,0.970320957,0.950181464,0.974021382,0.969097078,0.972003997,0.974788901,0.996186386,0.977530627,0.949573806,0.946201504,0.940445543,0.937972043,0.953309856,0.954754872,0.969517638,0.968383485,0.971049441,0.971727859,0.973397528,0.917061573,0.93516439,0.950907182,0.951961472,0.967777536,0.978544612,0.976108117,0.946706842,0.95092575,0.945066665,0.857627529,0.97013792,0.949280153,0.945728369,0.852678145,0.871377895,0.967651652,0.900888034,0.95476551,0.965382766,0.979402777,0.969284708,0.968965391,0.992056755,0.972267593,0.95081308,0.962204764,0.95406676,0.96795198,0.952594572,0.952267629,0.974565944,0.962161087,0.948767341
"ABQ.29.3",0.128872943,0.26858831,0.224702033,0.205173512,0.151529009,0.087360226,0.052030322,0.08700452,0.124171323,0.253092457,0.116005609,0.207986967,0.165631765,0.123898585,0.104908831,0.191958426,0.314460882,0.283592114,0.171154333,0.170247377,0.157901569,0.10972824,0.057954213,0.187455264,0.190396632,0.102896813,0.157312412,0.162318417,0.26992355,0.290882169,0.117818053,0.002174548,0.154350425,0.324687323,0.15979325,0.079345569,0.105894392,0.032984131,0.062982129,0.123682735,0.010773945,0.091338948,0.130902496,0.165696798,0.202634415,0.156935283,0,0.095076204,0.11405013,0.06720328,0.122613255,0.185950059,0.049522626,0.090774764,0.157105954,0.185925928,0.245914913,0.119134402,0.097383497,0.20973272
"Quant.30.3",0.346638241,0.360244699,0.338117342,0.391071088,0.392330466,0.391149084,0.316731339,0.32658003,0.294533832,0.160827049,0.189775535,0.143535227,0.257925736,0.298675768,0.319432468,0.208136092,0.207558831,0.278101638,0.302298233,0.310376082,0.302698183,0.360296032,0.371354665,0.298173954,0.406643234,0.409706003,0.345781577,0.346781325,0.305269381,0.296391108,0.293672202,0.388949122,0.358862571,0.282109679,0.265525196,0.295260325,0.301965537,0.309022466,0.285692617,0.332871564,0.326773143,0.318424967,0.351976812,0.316978877,0.317060494,0.381686139,0.350613492,0.370242172,0.348093966,0.318781119,0.323084376,0.276947088,0.269280342,0.254230813,0.200324516,0.171148007,0.151681518,0.331196648,0.342182772,0.313218405
"Sigma.30.3",2.762316082,2.489475148,2.943649809,2.565515789,3.192136967,3.349101038,4.179782902,2.999028103,3.892770822,3.773977573,3.824751977,4.175567084,3.752139011,3.637016819,3.665007192,2.575964738,2.637541625,2.440513425,3.762424092,4.007624667,3.260767937,3.063950088,4.864447554,4.015090417,3.267554114,3.761543569,2.667618658,3.533050445,3.477009481,3.24374761,4.213945255,3.952746414,2.683757899,2.54220053,4.050942298,3.017421659,3.473144863,3.885490337,3.245947295,3.846013243,3.582312821,3.854188295,3.316174069,4.092815982,3.081650689,3.025561254,5.763258912,4.173856059,4.167431164,4.187707426,3.807244322,3.13145815,2.972593812,2.835448635,4.40089676,3.994949175,3.047203421,2.712428439,3.073617564,2.720903205
"Connect.30.3",0.309499284,0.182876784,0.275259165,0.183047939,0.21652209,0.13839195,0.202825106,0.307465593,0.146112926,0.220687541,0.006275382,0.067606647,0.061825322,0.210364455,0.129038065,0.113818499,0.237496994,0.250120244,0.155719183,0.255587594,0.100615784,0.269012041,0.22617357,0.216199069,0.075675926,0.166393298,0.242066466,0.268123787,0.198996967,0.212976366,0.174963274,0.127493321,0.261196389,0.314087173,0.237079622,0.221152705,0.155298048,0.095282017,0.212664729,0.209958309,0.229423795,0.236552307,0.158737522,0.280146829,0.206232009,0.294038034,0.142535399,0.201730417,0.204020664,0.187931958,0.246368596,0.101598534,0.231797367,0.208173349,0.143128782,0.275990131,0.21271966,0.198107859,0.251019314,0.264816873
