"","M.cap.1.1.Out","M.cap.1.2.Out","M.cap.1.3.Out","A.yong.1.1.Out","A.yong.1.2.Out","A.yong.1.3.Out","T.ren.1.1.Out","T.ren.1.2.Out","T.ren.1.3.Out","M.cap.2.1.Out","M.cap.2.2.Out","M.cap.2.3.Out","M.dig.2.1.Out","M.dig.2.2.Out","M.dig.2.3.Out","M.cap.3.1.Out","M.cap.3.2.Out","M.cap.3.3.Out","A.mill.1.1.Out","A.mill.1.2.Out","A.mill.1.3.Out","A.hum.1.1.Out","A.hum.1.2.Out","A.hum.1.3.Out","Acro.1.1.Out","Acro.1.2.Out","Acro.1.3.Out","Acro.2.1.Out","Acro.2.2.Out","Acro.2.3.Out","Pav.1.1.Out","Pav.1.2.Out","Pav.1.3.Out","T.ren.2.1.Out","T.ren.2.2.Out","T.ren.2.3.Out","Psam.1.1.Out","Psam.1.2.Out","Psam.1.3.Out","P.dam.2.1.Out","P.dam.2.2.Out","P.dam.2.3.Out","P.dam.3.1.Out","P.dam.3.2.Out","P.dam.3.3.Out","Cyph.1.1.Out","Cyph.1.2.Out","Cyph.1.3.Out","A.hum.2.1.In","A.hum.2.2.In","A.hum.2.3.In","M.cap.3.1.In","M.cap.3.2.In","M.cap.3.3.In","M.cap.2.1.In","M.cap.2.2.In","M.cap.2.3.In","T.ren.1.1.In","T.ren.1.2.In","T.ren.1.3.In"
"qP.4.0",0.365810913,0.329237322,0.404778161,0.273789995,0.206102494,0.236744832,0.282914876,0.26281914,0.156598274,0.228640293,0.198804864,0.159786846,0.196059128,0.212381074,0.231646504,0.487861882,0.589743361,0.477141512,0.621598648,0.651689705,0.808318474,0.270993537,0.363017507,0.26802343,0.081668113,0.167218019,0.465453779,0.516540749,0.679162314,0.503696158,0.280940299,0.221998928,0.287203969,0.370772613,0.371044998,0.471980764,0.538147536,0.4630215,0.418299277,0.434178942,0.231039633,0.339714923,0.374477454,0.697564363,0.389613343,0.329567706,0.26683594,0.283980193,0.330369413,0.175462074,0.259484949,0.424981217,0.393631395,0.454780218,0.343269165,0.385361864,0.383111403,0.498984025,0.406924828,0.549420909
"ABQ.4.0",0.19706903,0.308405236,0.377095749,0.268209998,0.442071637,0.4240347,0.222445478,0.20969413,0.261649427,0.469394467,0.378621766,0.498705536,0.376820416,0.303126673,0.454681547,0.298475339,0.3349655,0.240842885,0.29016124,0.275082851,0.235561825,0.375867982,0.491404995,0.547829544,0.073376473,0.431879971,0.330074481,0.278728495,0.267098966,0.300121024,0.242772516,0.421637542,0.205694279,0.338130824,0.299239756,0.366764155,0.265039296,0.230074148,0.263697054,0.25293125,0.383058146,0.325465128,0.348221141,0.32956119,0.35115807,0.185404212,0.248798284,0.371949909,0.421333612,0.279087022,0.359577319,0.338107765,0.375827549,0.339839534,0.531863281,0.300105156,0.379749489,0.192936214,0.165613668,0.214853926
"Quant.5.0",0.184747648,0.1616105,0.157902149,0.16079724,0.117729404,0.133629795,0.105754319,0.120236413,0.083027908,0.098169219,0.083054266,0.078767644,0.083734572,0.081530478,0.127015104,0.106850561,0.101821076,0.144567826,0.129026533,0.169977517,0.160763235,0.13612709,0.156710638,0.120215895,0.093724628,0.115487102,0.175547476,0.157405278,0.135209728,0.11791,0.12809579,0.117977951,0.137463708,0.110409652,0.09498665,0.120580556,0.137213094,0.154712178,0.133785854,0.146039301,0.111266458,0.140256601,0.164011081,0.201340066,0.159882708,0.180891206,0.144051417,0.147130189,0.13114056,0.092199334,0.118446818,0.143784751,0.122422598,0.130466704,0.103191726,0.119924193,0.119096657,0.202433638,0.176803204,0.192750089
"Sigma.5.0",3.52156165,3.406608341,2.868783118,3.537167886,3.944538564,4.395351831,3.895634933,3.769231667,3.712232387,4.945929102,5.137151448,4.780934646,4.522054378,3.474841835,4.234619703,4.096021921,3.52071277,3.466825,3.965420504,5.299562618,4.708166032,4.63551061,4.81340279,5.026696471,4.321295556,3.998387383,3.578584276,4.376303365,5.509717323,4.528496696,4.234945701,4.310927054,3.26515349,3.807443568,4.578903443,3.886300299,4.571302849,4.910777471,4.78781985,4.711942126,4.470093667,5.092204654,3.888867352,5.327882754,4.265844672,3.558985895,5.794478783,4.813077253,5.081151858,5.095415058,4.066528139,3.788364567,3.733732487,3.693913965,4.569836949,4.597770138,3.73267029,3.926064866,4.214064402,4.06890049
"Connect.5.0",0.229829018,0.334701339,0.387674536,0.200827504,0.303708316,0.224467127,0.38664818,0.397857717,0.091310161,0.374093849,0,0.051796401,0.383991067,0.417719767,0.25307369,0.081484777,0.263361778,0.216550033,0.322915026,0.093229648,0.151352924,0.272237869,0.057434405,0.095644096,0.355548394,0,0.211950012,0.072994354,0.32629807,0.325425087,0.272375151,0.214032791,0.211049813,0.298642012,0.360210422,0.344497057,0.201420877,0.259341703,0.287817567,0,0.220040002,0.277886109,0.041189191,0.142101818,0.198296147,0.079732205,0.079141997,0.202623765,0.109847771,0.039010064,0.075563842,0.270258307,0.080592781,0,0.25795125,0.269528303,0.255803394,0.251824498,0.050004849,0.252018615
"Tau1.5.0",1291.156933,1385.79632,1548.535462,1803.610061,1924.817134,2081.172873,1801.522498,1528.018998,2021.1714,1482.359493,1574.541438,2193.176071,2212.598495,2012.29648,1886.625894,842.8609663,1158.349752,1148.541877,1349.986047,1457.144179,1243.813661,1440.588757,1621.542125,1476.799404,4536.599748,2191.027365,1863.974651,1351.036816,1747.10496,1291.517562,3105.310445,1995.137459,2416.535738,1674.003759,1792.18775,1146.270944,1565.061454,1537.67195,1199.371156,2079.571283,1801.39629,1849.692589,1721.685426,2140.715319,2051.239848,1472.807231,3298.824864,2141.477862,1286.101437,1959.938639,1450.593449,913.561117,1110.623818,969.7923476,1155.866382,1469.147409,1395.290922,1128.767499,1527.864845,990.2661217
"Tau2.5.0",1076251.896,1513163.473,1770503.102,1527856.475,1906043.297,1752582.615,2425429.268,1751560.519,3961115.666,4629176.499,3484860.364,11093917.07,2669205.321,3431678.43,1956545.987,3622843.357,5742616.291,1998590.967,2125645.72,2091956.423,2329060.535,1327991.659,1311162.616,1828367.375,1999711.872,1374970.865,1333007.264,1338121.552,2109083.735,1932820.697,2172025.977,1300668.348,1582644.364,2902757.962,3814769.297,1726399.776,1682911.101,1597823.478,1612308.399,1848417.68,1772590.032,1975419.715,1320638.965,1076989.973,1482469.498,1205090.548,1515626.032,1512819.381,1535089.604,2064698.155,1877272.469,1867336.197,2172696.51,2523659.999,1934934.67,2026469.228,2581741.536,1228002.617,1168071.622,1289893.406
"NPQ.5.0",0.186924947,0.244701623,0.355815422,0.079091009,0.081694952,0.107284284,0.258362688,0.107810541,0.088119701,0.283506771,0.25650087,0.221759469,0.254197426,0.212425336,0.180622233,0.674060349,0.94584491,0.57952682,0.474414625,0.447150404,0.611665334,0.182768275,0.365938434,0.225768989,0.063644536,0.098290372,0.333069,0.446865544,0.821389955,0.568694215,0.106356846,0.05345005,0.105224452,0.297620059,0.346495754,0.415037993,0.19323804,0.225767803,0.2048707,0.307140669,0.097886788,0.11191126,0.228153314,0.384380201,0.285229979,0.036715692,0.041464075,0.048428104,0.255236852,0.059138828,0.121504408,0.440625628,0.417884579,0.513289101,0.413170536,0.483225799,0.416782891,0.201732012,0.170247591,0.268294443
"qP.5.0",0.477066336,0.489558124,0.582054994,0.367806357,0.294063094,0.346136821,0.491784096,0.33743502,0.258598514,0.433383513,0.385859329,0.347841022,0.374968673,0.333474351,0.373077582,0.766772201,0.869817191,0.76321112,0.782207346,0.796826393,0.897566542,0.408039225,0.562633373,0.465339744,0.231365006,0.298886062,0.644313448,0.681910366,0.837623099,0.693431891,0.412019188,0.282710937,0.385303386,0.539451877,0.544524797,0.669933711,0.635136882,0.599119361,0.568701208,0.63812546,0.349984333,0.464135541,0.532285414,0.884079368,0.572215769,0.386247139,0.324576523,0.352056937,0.46601479,0.237794511,0.338365927,0.689571026,0.642350179,0.742527295,0.59691541,0.653111887,0.646229934,0.621550271,0.515955524,0.673760002
"ABQ.5.0",0.298053729,0.327200855,0.434329712,0.349747348,0.424156544,0.309315299,0.258284335,0.174678711,0.352515654,0.400106488,0.340236806,0.453262067,0.312468708,0.352980135,0.317773708,0.179144969,0.271582613,0.289176679,0.418403208,0.287177314,0.245117139,0.306123678,0.444149325,0.521772226,0.234312039,0.422004466,0.32848422,0.345773739,0.231669025,0.30771287,0.384622211,0.378780476,0.245169249,0.118301833,0.134298756,0.126303052,0.182962907,0.23923295,0.083058607,0.265822081,0.300449839,0.181463876,0.334927765,0.136034669,0.295437443,0.288482105,0.293076877,0.268906792,0.330146542,0.262229003,0.409632318,0.319049611,0.412268841,0.320015524,0.45216935,0.383635616,0.423940695,0.154724587,0.287940256,0.18408516
"Quant.6.0",0.200140566,0.1715529,0.176346831,0.164334633,0.130951488,0.136988647,0.110835322,0.140935605,0.060553622,0.11989711,0.100612471,0.055461427,0.108069823,0.104774287,0.139498628,0.131656885,0.107351938,0.159363672,0.131992871,0.185520784,0.176323921,0.152364657,0.1829257,0.121124371,0.108913009,0.121698682,0.183393349,0.16346595,0.143928284,0.120046188,0.135743481,0.126657518,0.146585041,0.118708793,0.126952823,0.129371564,0.150592457,0.167795667,0.150479576,0.146431204,0.136998839,0.161177998,0.185592376,0.212147772,0.170856113,0.185663353,0.145630671,0.156035174,0.136895416,0.099046273,0.126823501,0.162850119,0.142936388,0.145413118,0.125947807,0.144233665,0.132276732,0.21372842,0.185128209,0.201430308
"Sigma.6.0",3.794191178,3.013294259,3.109749224,3.814050144,4.495773362,4.520892756,4.045381457,3.500614815,5.187147409,5.589176924,5.89047255,4.092090746,5.262129537,4.486757601,4.398443154,3.854400843,3.818461535,3.026695116,4.73105268,5.434193176,4.533360707,4.184224491,4.825994525,5.026735527,4.241453955,4.410842381,3.186949195,4.899276375,5.210652,4.788127155,4.835627211,4.599933569,3.136698909,3.707313023,3.717022875,3.909875435,4.256299135,4.842632075,4.204433306,5.065549737,4.148200278,4.98616548,3.912199867,4.786642404,4.497445391,4.005287537,5.868330409,4.78193106,4.539235012,4.819371753,4.561048224,4.269685892,4.191081044,3.279007895,5.400935407,4.767401039,4.452568868,3.503047586,4.469650769,3.944345107
"Connect.6.0",0.19472987,0.291199429,0.289398523,0.297575811,0.247760701,0.286759609,0.263523344,0.147567511,0.583707759,0.238825331,0.071756063,0.556074946,0.244224509,0.305969597,0.274902858,0.083937814,0.312008004,0.147673561,0.319700145,0.135558569,0.384223488,0.096794522,0.106736379,0.3326804,0.277332742,0.295090666,0.32282885,0.200942114,0.339241153,0.441641212,0.245553622,0.191637109,0.244300709,0.325528831,0,0.075408547,0.082803508,0.171934177,0.211545716,0.24635558,0,0.245015107,0.164263536,0.276865276,0.070986214,0.313421468,0.13718559,0.197794971,0.251643524,0.198003876,0.287543379,0.147797601,0.253969614,0.35965722,0.215463923,0.096033274,0.163310096,0.213178322,0.203477807,0.178309751
"Tau1.6.0",1287.988234,1510.430419,1374.683673,1780.600902,1730.732184,1891.536809,1481.344038,1660.362783,1569.449399,1249.836745,1423.581703,2471.778622,1852.923352,1887.49381,1729.914281,1097.358181,1300.659076,1008.433572,1451.382637,1178.663592,1094.670434,1438.494112,1461.803945,1352.225669,2339.678556,1971.68039,1714.327609,1592.508607,1286.853141,1380.710075,2478.949207,2569.382085,1687.957645,1219.737259,1174.651803,1349.417957,1603.170521,1368.471309,1414.410233,1599.334947,1862.568552,1781.299749,1406.38186,1440.533918,1530.624578,1641.799965,2827.745543,1887.953893,1141.843567,1922.320264,1720.852748,976.741286,1201.379016,838.4970753,1175.307712,1300.268032,1272.070878,1138.1689,1382.468915,1132.667672
"Tau2.6.0",1093152.627,1625573.716,1584931.288,1497959.908,1652989.294,1651586.902,2133748.4,2035668.22,4138614.793,2643835.561,2892223.11,5297449.796,2497088.181,2253143.479,1758840.421,5034157.519,3073410.385,1632172.303,1997276.624,1383858.88,2051520.349,1386402.045,1058253.982,1646858.028,1573837.862,1357572.475,1242708.174,1371334.625,1493680.258,1660617.013,1750935.684,1703837.222,1340205.528,1858223.822,2498692.349,2353374.909,1410029.987,1358424.18,1668534.421,1724490.585,2084064.733,1671621.538,1241180.973,1137403.681,1358864.38,1258933.914,1256297.358,1299715.238,1220115.535,2599668.038,1637984.551,1564281.731,2416224.345,1752878.186,1983614.989,1924753.863,2124239.311,1157243.945,994262.3413,1305363.286
"NPQ.6.0",0.286872819,0.383845075,0.501938851,0.142380124,0.127981494,0.171433574,0.414084035,0.179462026,0.187907785,0.452885081,0.435114697,0.002340861,0.377809343,0.302680854,0.266190252,0.878198797,1.187804767,0.767046041,0.557816215,0.498576891,0.634684385,0.255355963,0.52720523,0.318270012,0.121987513,0.182595585,0.416079804,0.567545405,0.929597328,0.6979073,0.148848174,0.08533777,0.144966475,0.421722221,0.457511467,0.518757497,0.231829606,0.277584088,0.283687981,0.406940539,0.15114333,0.150824308,0.33506407,0.425295887,0.380387944,0.064801325,0.068564405,0.078655413,0.363802516,0.09744142,0.181117232,0.626588046,0.610788379,0.713653304,0.615011495,0.694110845,0.592265927,0.240597928,0.238878877,0.308643502
"qP.6.0",0.576562988,0.601903068,0.69374612,0.444214126,0.36614451,0.418863723,0.630894465,0.445283602,0.343880915,0.574558099,0.533013925,0.081547837,0.490761773,0.430206687,0.458738517,0.883799465,0.956372588,0.872833873,0.846290144,0.852984752,0.929125928,0.491529017,0.683734443,0.549505166,0.321818821,0.395110358,0.714893602,0.761426234,0.887293032,0.763220934,0.481633929,0.339340807,0.446814496,0.652129705,0.665970899,0.755296347,0.711999154,0.672869324,0.68432594,0.723933925,0.459852947,0.554847963,0.650096953,0.934529806,0.659801743,0.432842795,0.365249806,0.410665543,0.555824853,0.297961578,0.412324149,0.824997749,0.788762564,0.875017925,0.749499948,0.794786049,0.777448358,0.676801578,0.595444442,0.722427236
"ABQ.6.0",0.243710998,0.404879693,0.38681571,0.298846902,0.343684533,0.289587824,0.229773105,0.233495792,0.095262258,0.32208673,0.243487948,0.53203685,0.199947984,0.164560162,0.291380626,0.227566555,0.209979922,0.379419073,0.306110144,0.269068703,0.273144516,0.373675406,0.442695234,0.521768511,0.248459128,0.362381141,0.401973934,0.267592989,0.273373732,0.268022254,0.297337489,0.337133636,0.274865086,0.141489286,0.297248486,0.121003018,0.239264082,0.249789888,0.194786134,0.210725713,0.35082475,0.198508928,0.330937449,0.223801784,0.257185419,0.1992568,0.28406702,0.273637813,0.401587995,0.30219763,0.337839214,0.232533137,0.340277075,0.396392421,0.352537522,0.360895365,0.312839462,0.245799523,0.244753264,0.209061585
"Quant.7.0",0.205207949,0.182185324,0.186944204,0.166561923,0.133692608,0.144045032,0.123078993,0.145466372,0.081367267,0.121057397,0.10433315,0.062214208,0.11157483,0.121014058,0.149781888,0.12936207,0.106657368,0.169866058,0.142565433,0.193545565,0.173397105,0.157992057,0.189247759,0.126086665,0.111109495,0.135671679,0.195556541,0.179951222,0.144432352,0.132201948,0.14571175,0.132137783,0.148306825,0.124715153,0.119581549,0.14407718,0.158177105,0.185492715,0.151258946,0.148446951,0.134692199,0.184557287,0.182417659,0.210826487,0.170480785,0.191828671,0.156054324,0.159373534,0.16065558,0.109710317,0.144408171,0.169573037,0.157414251,0.157749764,0.146198077,0.149065522,0.144762917,0.221718173,0.195887558,0.211953254
"Sigma.7.0",3.33720288,3.514738898,3.122179512,3.679783712,4.376079553,4.331461036,3.962307656,3.730609919,3.685294573,6.151094819,4.884061929,4.128259955,5.281565666,4.237200883,4.410536752,3.651339065,3.800347335,3.049991601,4.689081846,5.06086729,4.838368141,4.31296785,5.003600906,5.689465692,4.852925779,4.571097018,3.443816941,4.960203006,4.710285441,4.749412566,4.274846219,4.479220024,3.085362943,3.334537087,4.206929556,3.662499236,4.330028971,4.952390841,4.531426338,4.186374173,4.296020071,5.120809316,4.434564089,4.607902208,4.609501805,3.608787831,5.885158792,4.81683572,4.570974243,4.079073242,4.540485994,4.331766577,4.036241009,3.671375681,5.162885553,4.499025255,4.170763417,3.380574909,4.616455151,3.631280787
"Connect.7.0",0.22443752,0.281946753,0.166029491,0.178669686,0.278425348,0.362292704,0.354147515,0.330209919,0.302317701,0.262078537,0,0.273106079,0.241178164,0.028123512,0.27838739,0,0.480251165,0.222232423,0.191228552,0.026332777,0.242013243,0.214124296,0.19668085,0.275647313,0.452977048,0.109687993,0.182315698,0.170779155,0.393412187,0.242006687,0,0.196523745,0.330883795,0.468587719,0.283449466,0.060541447,0.145640378,0.022772017,0.156258091,0.184500793,0.245949731,0.199796034,0.182589768,0.271296998,0.196143125,0.330910085,0.247064766,0.256140376,0.342290853,0,0.140792898,0.175448463,0.111621747,0.206915033,0.190685582,0.01345586,0.307823318,0.225272378,0.180261934,0.126375538
"Tau1.7.0",1243.270061,1300.443966,1195.026414,1661.07238,1737.567914,1668.496876,1545.138496,1566.356605,1820.011174,1284.250601,1485.560801,2005.133745,1791.204411,1799.403366,1476.086824,1086.191428,1378.061409,1446.651945,1439.451536,1276.571499,1210.350431,1100.008152,1478.055209,1466.272058,2037.439124,1597.149508,1594.385417,1538.765027,1382.860516,1180.069336,2274.395912,2507.659598,1607.469436,1138.787945,1591.946484,1609.214576,1796.591535,1516.128052,1508.960586,1712.233189,1859.444458,1404.647335,1180.093392,1423.345902,1280.434863,1708.990016,3101.289119,2021.637961,1182.629126,1481.716193,1618.915129,1124.768676,1009.638929,895.9577413,1071.991304,1310.194617,1029.045878,1003.53121,1479.111391,1237.656752
"Tau2.7.0",1277414.933,1902034.175,1313759.723,1643496.004,1763622.236,1648134.793,2285015.042,2012098.835,4426247.759,2577466.795,2959357.671,7539029.097,2268820.613,2948987.249,1574396.124,3270209.032,2605168.865,2165920.211,1961630.086,1272385.685,1601439.828,1159412.622,860650.8583,1647218.566,1448425.653,1280920.361,1056499.072,1359708.389,1933792.318,1965686.432,1738759.229,1473105.479,1375414.362,2302147.258,3595615.063,2044955.944,1321651.418,1505215.196,1484773.557,1346690.537,2345041.652,1296916.386,1169315.433,921287.5558,1168344.775,1227249.145,1458398.013,1288730.163,1374163.368,1876301.412,1429634.041,1893625.892,2471334.814,2464145.078,1724624.147,1844964.412,1908056.63,1001698.777,987936.2784,1284167.034
"NPQ.7.0",0.37922661,0.518316445,0.612105051,0.191519754,0.191575595,0.227825377,0.510080159,0.265704402,0.267169575,0.596863369,0.606975462,0.086839773,0.493553319,0.374250059,0.358471744,0.988410464,1.276803908,0.863683202,0.601185535,0.506043339,0.640433909,0.344179132,0.647524231,0.39338018,0.193814537,0.242834096,0.448316986,0.653175558,0.978990491,0.763810496,0.185371256,0.119534993,0.191613687,0.498738539,0.571034485,0.584074272,0.244380207,0.305135711,0.347449643,0.456843424,0.207677895,0.185714577,0.396161632,0.453368851,0.474776459,0.077474795,0.100900589,0.107213483,0.439972743,0.121315031,0.231762857,0.730612262,0.728481354,0.808628077,0.729642431,0.804673234,0.690416963,0.261753028,0.280963517,0.320521109
"qP.7.0",0.645567638,0.691921264,0.761413164,0.497220679,0.435398712,0.481836584,0.712610531,0.53250209,0.452215889,0.655215957,0.632019267,0.193937106,0.563843008,0.495685808,0.53567447,0.924024258,0.981645647,0.923284293,0.887753675,0.867975822,0.929091934,0.565389864,0.74683,0.614624484,0.39941957,0.467649258,0.750751738,0.822841072,0.905359145,0.804818146,0.543050287,0.390547052,0.500549014,0.713652508,0.73006275,0.813561716,0.741928065,0.725582477,0.748857896,0.764730803,0.520818328,0.639095516,0.690806117,0.9549406,0.722898607,0.459925101,0.425294764,0.454446697,0.631488124,0.342876919,0.482973027,0.88418748,0.863952448,0.932633181,0.827221031,0.848790259,0.844130073,0.708142637,0.647653898,0.747370229
"ABQ.7.0",0.334801617,0.30584526,0.38436469,0.323529673,0.361158034,0.319355086,0.245590075,0.183135434,0.357214124,0.253931507,0.372741036,0.527900613,0.196992923,0.211027933,0.289432264,0.268260742,0.213727657,0.374642459,0.312265885,0.319283255,0.22424121,0.354404181,0.422185289,0.458717962,0.140112775,0.339215186,0.353773101,0.258484891,0.34314993,0.273940688,0.378824287,0.354528876,0.286732818,0.227813837,0.204625257,0.176616793,0.226086217,0.232786297,0.132161921,0.347711964,0.327691597,0.176865878,0.24160297,0.252786155,0.23867777,0.278525626,0.282013967,0.268335891,0.39740378,0.409386301,0.340824384,0.221374268,0.364650624,0.324164425,0.381074866,0.396873083,0.356330217,0.272167692,0.219947405,0.271838697
"Quant.8.0",0.20365718,0.193134557,0.194611399,0.172535524,0.136106874,0.158083937,0.131591675,0.160149065,0.084946188,0.129250435,0.10797721,0.075008946,0.115151508,0.125885494,0.160024992,0.124776678,0.120009407,0.17471889,0.150442035,0.191431896,0.182496286,0.167245603,0.206926461,0.119717,0.117593321,0.147754479,0.204322474,0.178528251,0.15405334,0.14065574,0.14771189,0.131915862,0.151836303,0.12577627,0.124495225,0.141274624,0.162200446,0.192283674,0.155606283,0.160717522,0.140640706,0.175190853,0.195121756,0.222771125,0.177541523,0.192125007,0.161142156,0.163913057,0.163854719,0.106520679,0.147382734,0.184935186,0.163349885,0.156281271,0.146007344,0.150980292,0.156323651,0.21477645,0.202643688,0.207222163
"Sigma.8.0",3.711850067,3.281030084,3.554773211,3.634266238,4.21203283,4.107072438,3.829565356,3.470607671,3.132124242,5.50190341,4.80779399,5.145715133,4.95910833,4.454649291,4.190861419,4.241109363,3.208718508,3.454093297,4.97427542,5.654207783,4.734566448,4.26762317,4.971422813,10.51109272,4.440403339,4.444054604,3.450810995,4.862636306,4.951156865,4.380885678,4.518319564,4.278451786,3.389580945,3.205209628,4.190643038,3.772319285,3.853409344,4.310830329,4.257462171,4.781753498,4.448421077,4.940787304,4.099618227,4.658038936,4.542929382,4.048259476,5.766164176,4.870397956,4.620760718,5.261975447,4.353955897,4.298365418,4.051075185,4.253831892,4.868199277,5.328044263,4.178114795,4.269357595,4.269802594,3.880989146
"Connect.8.0",0.178784071,0.13356189,0.216310123,0.295281517,0.100416943,0.228727801,0.248743838,0.318947522,0.310270526,0.273058536,0,0.401508161,0.42087572,0.302730955,0.347659099,0.364326101,0.462769017,0.194250532,0.334550581,0.23702974,0.252318867,0.114548634,0.119986382,0.922317581,0.288775492,0.111693835,0.203527415,0.291811499,0.361224914,0.13859351,0.243477014,0.022390562,0.263139536,0.356996798,0.304688289,0.380904549,0,0,0.229838321,0.192518916,0.431159416,0.289888655,0.2598614,0.126791355,0.070816008,0.375981038,0.233504036,0.328357615,0.024808203,0.327109775,0.256708846,0.137279469,0.234320752,0.26169027,0,0.260536883,0.077574404,0.285691973,0.169843744,0.198131169
"Tau1.8.0",1204.848358,1194.021184,1136.506769,1607.211213,1827.206086,1700.759889,1205.175925,1302.549081,1740.850705,1186.739856,1688.302331,1502.637725,1420.300759,1548.958778,1488.990296,988.9039438,1177.725216,1024.301061,1416.646796,1290.101784,1097.599304,1245.987381,1464.456504,1323.807523,2002.054718,1589.577761,1691.788152,1229.562422,1397.906668,1522.121851,2209.119564,1877.635397,1332.821518,1370.468988,1387.380123,1340.368428,1876.613512,1364.673224,1370.617893,1885.901354,1655.382869,1734.54672,1471.008536,1448.99192,1431.521727,1629.215422,3159.108565,1895.66581,1095.826832,1975.810529,1448.040298,986.6399899,1046.127301,948.9251101,1130.708379,1286.409081,997.8741131,1131.082687,1643.886926,1241.717174
"Tau2.8.0",1227609.601,1404190.34,1560306.096,1474746.101,1677589.798,1611994.594,2351250.479,1547477.169,3170046.195,3105913.153,4140945.098,2985735.294,2132274.463,2121337.808,1509851.853,3352858.274,3020910.706,1557891.619,2043917.829,1206733.814,1525023.341,1249733.37,974711.7023,1431986.703,1300799.086,1180202.353,935960.9283,1163825.41,1536961.977,2067241.676,1570300.953,1410236.141,1252582.285,3039262.382,2746598.811,2009530.082,1327829.99,1384582.707,1324263.341,1552282.538,1745169.537,1487507.622,1179542.686,1130488.795,1189240.434,1141475.427,1300273.823,1213104.276,1253744.23,2048037.921,1627439.175,1608618.926,2154684.022,2245041.695,1579872.884,1877767.711,1620436.014,1129294.3,1004706.779,1228460.714
"NPQ.8.0",0.485845404,0.620845826,0.706045077,0.24597168,0.241896077,0.278572154,0.574928277,0.351102308,0.362541804,0.703264978,0.751233852,0.266079504,0.607973968,0.472641504,0.44218788,1.053725842,1.272582718,0.903373733,0.624574104,0.523860412,0.63347507,0.403749443,0.708523685,0.445940418,0.247734971,0.308389694,0.481038206,0.710696472,0.99832595,0.798911087,0.230626448,0.143602947,0.229476315,0.569057584,0.637126002,0.627067037,0.232159738,0.31312646,0.380664686,0.482381826,0.249950639,0.206560468,0.440157625,0.447189192,0.519122166,0.106435662,0.130346883,0.142533382,0.487572116,0.173608118,0.279165441,0.772539151,0.800717067,0.854986135,0.797607694,0.892765737,0.735831736,0.282527725,0.307271619,0.319185377
"qP.8.0",0.706974522,0.753150848,0.810977571,0.555729048,0.485486395,0.543324182,0.762435305,0.620265493,0.539962268,0.712337445,0.700546894,0.380968342,0.625844189,0.55901324,0.597859673,0.943243946,0.989959895,0.942992764,0.911754285,0.877082716,0.935503883,0.615596465,0.78788009,0.64494806,0.457862955,0.535335341,0.781470024,0.848716042,0.919709064,0.827472591,0.597739089,0.418553312,0.544209013,0.75971475,0.772620424,0.835782473,0.734029006,0.742894503,0.785888946,0.798501399,0.574078533,0.6475252,0.735332431,0.967342242,0.757706775,0.49654512,0.469885129,0.506245298,0.662981282,0.397228968,0.527358569,0.918213191,0.902471938,0.95156511,0.857536877,0.885660964,0.87812445,0.716604998,0.67862397,0.739603081
"ABQ.8.0",0.260123897,0.352002339,0.299065316,0.331897344,0.385106394,0.354615465,0.270863758,0.240066239,0.453697612,0.332672166,0.38253611,0.411546515,0.246019204,0.17053877,0.324823468,0.150069012,0.336132623,0.291787134,0.270437366,0.23947543,0.240884234,0.361191696,0.425901208,0,0.213207397,0.357580077,0.352460677,0.273070419,0.309560371,0.330278683,0.3434453,0.383460275,0.216404393,0.257762484,0.207704435,0.151927645,0.311273291,0.332175467,0.184630288,0.25494462,0.303841504,0.205803151,0.298885251,0.244656022,0.249673116,0.190665784,0.296531243,0.260199935,0.390840378,0.238112533,0.367904325,0.227378054,0.362315559,0.216944499,0.416401766,0.285737081,0.355195687,0.080814218,0.278522051,0.221766016
